unnamed_0,age,gender,weight_kg,height_m,max_bpm,avg_bpm,resting_bpm,session_duration_hours,workout_type,fat_percentage,water_intake_liters,workout_frequency_daysweek,experience_level,bmi,base_met,hr_intensity,effective_met,calories_burned_kcal
8670,41,Female,79.5,1.73,180,150,62,0.85,Mixed,13.6,4.0,7,3,26.6,8.0,0.745762712,5.966101695,403.2
8671,26,Male,57.1,1.63,188,141,55,1.31,Cardio,13.8,3.6,7,3,21.4,7.0,0.646616541,4.526315789,338.6
8672,48,Female,48.9,1.65,171,120,57,1.33,Yoga,12.1,4.6,7,3,18.0,3.0,0.552631579,1.657894737,107.8
8673,58,Female,85.4,1.88,160,116,62,1.02,Yoga,15.6,4.4,7,3,24.2,3.0,0.551020408,1.653061224,144.0
8674,27,Male,68.9,1.66,189,159,69,0.48,Mixed,25.7,3.5,3,1,25.0,8.0,0.75,6.0,198.4
8675,19,Male,73.1,1.76,203,184,75,0.52,HIIT,14.7,2.8,3,1,23.7,9.5,0.8515625,8.08984375,307.5
8676,55,Male,95.8,1.75,176,144,68,0.86,Strength,20.9,3.8,3,1,31.2,6.0,0.703703704,4.222222222,347.9
8677,32,Female,57.3,1.56,197,136,61,1.23,Yoga,18.7,4.5,7,3,23.5,3.0,0.551470588,1.654411765,116.6
8678,20,Male,40.3,1.5,201,181,64,0.96,HIIT,20.1,3.9,6,2,18.0,9.5,0.854014599,8.113138686,313.9
8679,48,Female,69.5,1.76,168,135,57,1.26,Strength,17.3,4.4,7,2,22.4,6.0,0.702702703,4.216216216,369.2
8680,23,Male,63.8,1.57,198,179,67,0.79,HIIT,18.3,2.8,6,2,25.8,9.5,0.854961832,8.122137405,409.4
8681,20,Female,58.5,1.51,204,144,72,0.82,Yoga,23.2,3.9,3,1,25.5,3.0,0.545454545,1.636363636,78.5
8682,28,Male,74.0,1.78,193,159,55,1.05,Mixed,13.9,4.4,7,3,23.3,8.0,0.753623188,6.028985507,468.5
8683,32,Male,56.4,1.58,192,134,63,0.53,Yoga,18.6,3.4,2,0,22.6,3.0,0.550387597,1.651162791,49.4
8684,45,Male,46.2,1.6,177,130,73,0.55,Yoga,19.8,3.5,2,0,18.0,3.0,0.548076923,1.644230769,41.8
8685,27,Female,85.8,1.88,194,156,66,0.8,Strength,13.4,3.8,7,3,24.3,6.0,0.703125,4.21875,289.6
8686,55,Female,51.9,1.51,159,133,84,0.3,Cardio,24.5,2.1,5,1,22.6,7.0,0.653333333,4.573333333,71.2
8687,24,Male,60.4,1.55,195,162,61,0.91,Mixed,22.5,4.5,5,1,25.0,8.0,0.753731343,6.029850746,331.4
8688,32,Male,69.3,1.63,198,159,68,1.2,Strength,17.5,4.4,5,3,26.0,6.0,0.7,4.2,349.3
8689,35,Male,79.4,1.66,187,135,71,0.93,Yoga,11.0,4.4,4,2,29.0,3.0,0.551724138,1.655172414,122.2
8690,35,Male,51.1,1.59,191,161,72,0.5,Mixed,24.6,3.7,3,0,20.2,8.0,0.74789916,5.983193277,152.9
8691,58,Female,46.1,1.56,172,141,84,0.25,Cardio,27.0,2.1,2,0,18.8,7.0,0.647727273,4.534090909,52.3
8692,41,Male,72.8,1.83,173,147,67,1.02,Mixed,14.5,4.4,5,2,21.7,8.0,0.754716981,6.037735849,448.3
8693,19,Male,61.3,1.71,205,141,64,0.84,Yoga,12.3,4.1,5,2,21.1,3.0,0.546099291,1.638297872,84.4
8694,57,Female,62.6,1.74,168,142,66,0.41,Mixed,21.8,3.6,3,0,20.7,8.0,0.745098039,5.960784314,153.0
8695,37,Female,82.7,1.67,189,133,66,0.77,Yoga,19.4,4.1,4,2,29.8,3.0,0.544715447,1.634146341,104.1
8696,51,Male,71.8,1.71,166,142,70,0.79,Mixed,26.3,3.9,5,1,24.6,8.0,0.75,6.0,340.3
8697,43,Male,100.3,1.77,181,156,81,0.7,Mixed,21.7,4.4,3,1,31.9,8.0,0.75,6.0,421.3
8698,24,Female,59.9,1.58,192,158,55,0.9,Mixed,18.7,3.8,6,3,24.0,8.0,0.751824818,6.01459854,324.2
8699,55,Female,56.2,1.71,166,131,66,1.15,Cardio,23.2,3.2,3,1,19.3,7.0,0.65,4.55,294.1
8700,47,Male,63.6,1.75,175,129,72,0.63,Yoga,22.3,4.0,3,0,20.8,3.0,0.553398058,1.660194175,66.5
8701,59,Female,94.6,1.83,160,126,85,0.8,Yoga,28.3,3.6,2,0,28.1,3.0,0.546666667,1.64,124.1
8702,22,Female,68.4,1.87,204,157,69,0.38,Cardio,27.7,2.8,2,0,19.5,7.0,0.651851852,4.562962963,118.6
8703,28,Male,74.7,1.69,189,134,67,1.46,Yoga,8.0,4.5,6,3,26.2,3.0,0.549180328,1.647540984,179.7
8704,18,Male,72.6,1.79,192,148,67,0.42,Cardio,21.7,2.2,2,0,22.6,7.0,0.648,4.536,138.3
8705,51,Female,42.6,1.45,168,144,72,0.49,Mixed,17.9,3.8,5,1,20.3,8.0,0.75,6.0,125.2
8706,18,Male,99.5,1.84,205,156,65,1.18,Cardio,20.7,3.6,7,2,29.5,7.0,0.65,4.55,534.2
8707,36,Male,55.9,1.61,196,178,72,0.75,HIIT,27.6,2.7,3,0,21.6,9.5,0.85483871,8.120967742,340.5
8708,19,Male,56.7,1.66,205,144,69,0.81,Yoga,20.3,3.3,7,2,20.7,3.0,0.551470588,1.654411765,76.0
8709,38,Male,70.4,1.72,187,147,71,0.65,Cardio,20.3,2.3,3,0,23.7,7.0,0.655172414,4.586206897,209.9
8710,37,Male,60.9,1.66,181,153,67,0.49,Mixed,23.4,3.7,2,0,22.0,8.0,0.754385965,6.035087719,180.1
8711,40,Female,94.9,1.7,192,172,58,1.42,HIIT,13.7,4.2,7,3,32.9,9.5,0.850746269,8.082089552,1089.1
8712,38,Female,95.5,1.84,185,167,65,0.76,HIIT,25.4,3.3,3,1,28.2,9.5,0.85,8.075,586.1
8713,41,Male,58.3,1.64,183,142,66,0.81,Cardio,14.9,3.0,4,2,21.6,7.0,0.64957265,4.547008547,214.7
8714,21,Male,54.6,1.57,202,167,64,1.21,Mixed,18.6,4.6,7,2,22.1,8.0,0.746376812,5.971014493,394.5
8715,29,Male,62.4,1.86,185,149,83,0.65,Cardio,20.8,3.0,2,0,18.0,7.0,0.647058824,4.529411765,183.7
8716,39,Female,73.7,1.73,183,154,68,1.03,Mixed,26.6,4.2,4,1,24.5,8.0,0.747826087,5.982608696,454.1
8717,37,Female,73.7,1.87,176,159,66,1.21,HIIT,24.3,4.4,7,2,21.0,9.5,0.845454545,8.031818182,716.3
8718,35,Female,76.0,1.77,189,170,64,0.53,HIIT,35.8,3.5,4,1,24.4,9.5,0.848,8.056,324.5
8719,18,Female,43.1,1.55,204,143,68,1.0,Yoga,25.4,4.1,4,1,18.0,3.0,0.551470588,1.654411765,71.3
8720,47,Male,72.7,1.74,170,142,60,1.0,Mixed,14.5,4.4,6,2,23.9,8.0,0.745454545,5.963636364,433.6
8721,50,Male,77.0,1.58,176,148,66,1.2,Mixed,22.5,4.7,5,3,30.8,8.0,0.745454545,5.963636364,551.0
8722,41,Female,68.4,1.68,177,130,71,0.33,Yoga,35.0,3.5,3,0,24.2,3.0,0.556603774,1.669811321,37.7
8723,31,Female,58.5,1.67,187,158,72,0.52,Mixed,27.8,3.8,3,0,20.9,8.0,0.747826087,5.982608696,182.0
8724,53,Male,55.1,1.52,170,156,76,0.58,HIIT,35.9,3.1,3,0,23.9,9.5,0.85106383,8.085106383,258.4
8725,22,Male,60.7,1.6,198,150,61,1.09,Cardio,23.1,3.2,6,2,23.7,7.0,0.649635036,4.547445255,300.9
8726,28,Male,118.3,1.9,193,136,67,1.08,Yoga,18.4,4.4,7,3,32.8,3.0,0.547619048,1.642857143,209.9
8727,41,Male,65.8,1.7,184,144,70,1.31,Cardio,17.5,3.3,6,3,22.7,7.0,0.649122807,4.543859649,391.7
8728,48,Male,53.0,1.66,168,139,71,0.93,Strength,19.0,4.0,3,0,19.2,6.0,0.701030928,4.206185567,207.3
8729,30,Female,83.4,1.86,186,155,64,0.89,Mixed,15.7,4.1,6,3,24.1,8.0,0.745901639,5.967213115,442.9
8730,33,Male,66.7,1.64,186,130,61,0.98,Yoga,18.6,4.0,7,2,24.8,3.0,0.552,1.656,108.2
8731,41,Female,73.3,1.67,179,144,63,0.85,Strength,23.0,3.7,7,2,26.2,6.0,0.698275862,4.189655172,261.0
8732,30,Female,85.5,1.78,193,162,68,0.98,Mixed,17.4,4.3,4,2,27.0,8.0,0.752,6.016,504.1
8733,41,Male,85.6,1.64,189,146,66,0.89,Cardio,15.0,2.9,4,2,31.8,7.0,0.650406504,4.552845528,346.9
8734,43,Female,55.7,1.61,177,136,61,1.31,Cardio,17.2,3.4,6,3,21.6,7.0,0.646551724,4.525862069,330.2
8735,19,Female,45.0,1.45,201,142,70,0.77,Yoga,11.3,4.0,4,2,21.3,3.0,0.549618321,1.648854962,57.1
8736,33,Male,45.3,1.59,184,148,80,0.67,Cardio,18.9,2.5,3,0,18.0,7.0,0.653846154,4.576923077,138.9
8737,55,Female,67.0,1.59,161,128,65,1.26,Cardio,18.1,3.6,6,2,26.6,7.0,0.65625,4.59375,387.8
8738,18,Male,58.8,1.7,205,169,62,1.03,Mixed,14.3,4.5,4,2,20.5,8.0,0.748251748,5.986013986,362.5
8739,28,Male,72.3,1.62,192,151,75,0.89,Cardio,32.2,2.8,2,0,27.6,7.0,0.64957265,4.547008547,292.6
8740,52,Female,79.2,1.9,174,138,70,0.79,Cardio,34.5,2.6,2,0,22.0,7.0,0.653846154,4.576923077,286.4
8741,46,Male,76.6,1.57,180,130,69,0.91,Yoga,12.4,4.2,6,2,30.9,3.0,0.54954955,1.648648649,114.9
8742,54,Male,60.5,1.82,170,141,74,0.51,Strength,19.6,3.0,2,0,18.3,6.0,0.697916667,4.1875,129.2
8743,34,Female,81.4,1.7,179,139,64,1.09,Cardio,26.6,3.4,3,1,28.1,7.0,0.652173913,4.565217391,405.1
8744,56,Male,85.6,1.76,167,140,77,0.64,Strength,26.6,2.6,5,1,27.6,6.0,0.7,4.2,230.1
8745,59,Female,80.4,1.75,156,120,75,0.25,Yoga,29.6,3.5,3,0,26.1,3.0,0.555555556,1.666666667,33.5
8746,45,Female,41.5,1.46,166,133,56,1.26,Strength,8.0,4.0,5,3,19.5,6.0,0.7,4.2,219.6
8747,46,Male,73.6,1.68,175,128,71,0.89,Yoga,15.9,3.9,5,2,26.1,3.0,0.548076923,1.644230769,107.7
8748,20,Female,67.0,1.65,205,174,81,0.34,Mixed,27.6,4.1,3,0,24.5,8.0,0.75,6.0,136.7
8749,27,Male,44.2,1.57,197,164,66,0.37,Mixed,28.5,3.5,3,0,18.0,8.0,0.748091603,5.984732824,97.9
8750,59,Female,90.1,1.73,157,136,76,1.02,Mixed,29.6,4.0,3,1,30.2,8.0,0.740740741,5.925925926,544.6
8751,31,Male,77.5,1.85,203,157,71,0.97,Cardio,22.2,3.3,3,1,22.6,7.0,0.651515152,4.560606061,342.8
8752,29,Male,62.9,1.45,195,166,80,0.62,Mixed,20.3,4.4,3,0,29.9,8.0,0.747826087,5.982608696,233.3
8753,59,Female,62.8,1.63,157,128,60,1.65,Strength,15.6,4.9,7,3,23.7,6.0,0.701030928,4.206185567,435.8
8754,47,Female,67.6,1.56,163,133,62,0.98,Strength,12.3,3.7,7,3,27.9,6.0,0.702970297,4.217821782,279.4
8755,49,Male,58.5,1.69,170,131,58,1.07,Cardio,14.2,3.6,7,3,20.6,7.0,0.651785714,4.5625,285.6
8756,49,Male,67.5,1.65,161,129,70,0.73,Cardio,14.1,2.8,7,2,24.9,7.0,0.648351648,4.538461538,223.6
8757,59,Female,64.5,1.62,156,142,62,1.1,HIIT,18.6,3.7,7,2,24.6,9.5,0.85106383,8.085106383,573.6
8758,49,Male,69.5,1.75,163,136,75,1.03,Strength,22.7,4.3,5,1,22.7,6.0,0.693181818,4.159090909,297.7
8759,43,Male,69.8,1.84,173,156,61,0.8,HIIT,13.3,3.1,5,3,20.5,9.5,0.848214286,8.058035714,450.0
8760,18,Female,65.0,1.9,199,154,69,1.14,Cardio,24.5,3.0,6,2,18.0,7.0,0.653846154,4.576923077,339.2
8761,59,Female,53.2,1.61,157,129,65,0.83,Strength,20.0,3.2,5,1,20.6,6.0,0.695652174,4.173913043,184.3
8762,19,Male,60.1,1.5,205,171,67,0.98,Mixed,10.1,5.2,4,2,26.8,8.0,0.753623188,6.028985507,355.1
8763,34,Female,55.5,1.74,185,158,78,0.35,Mixed,29.2,4.0,2,0,18.4,8.0,0.747663551,5.981308411,116.2
8764,47,Female,65.2,1.84,180,141,69,1.12,Cardio,14.2,2.5,7,3,19.2,7.0,0.648648649,4.540540541,331.6
8765,56,Male,56.7,1.76,167,127,78,0.74,Yoga,23.9,4.2,3,0,18.3,3.0,0.550561798,1.651685393,69.3
8766,24,Female,84.1,1.84,195,150,67,1.28,Cardio,22.6,3.4,4,1,24.8,7.0,0.6484375,4.5390625,488.6
8767,44,Female,56.1,1.66,174,143,72,0.7,Strength,32.9,3.2,3,0,20.4,6.0,0.696078431,4.176470588,164.0
8768,26,Male,75.7,1.62,201,153,64,1.41,Cardio,10.2,3.4,7,3,28.9,7.0,0.649635036,4.547445255,485.4
8769,39,Female,77.1,1.69,176,134,57,1.48,Cardio,15.4,3.1,7,3,26.9,7.0,0.647058824,4.529411765,516.8
8770,51,Male,67.3,1.65,166,141,67,0.49,Mixed,15.1,3.9,5,1,24.8,8.0,0.747474747,5.97979798,197.2
8771,18,Female,76.9,1.75,199,156,56,1.22,Strength,10.6,4.3,5,3,25.2,6.0,0.699300699,4.195804196,393.6
8772,26,Female,66.1,1.78,194,153,76,0.37,Cardio,29.6,2.4,2,0,20.9,7.0,0.652542373,4.56779661,111.7
8773,37,Male,66.7,1.78,178,153,76,0.85,Mixed,22.3,4.4,3,0,20.9,8.0,0.754901961,6.039215686,342.4
8774,36,Female,80.4,1.73,189,154,73,0.6,Strength,29.3,2.8,3,0,26.8,6.0,0.698275862,4.189655172,202.1
8775,53,Female,80.4,1.7,172,150,83,0.61,Mixed,29.4,3.7,2,0,27.7,8.0,0.752808989,6.02247191,295.4
8776,57,Female,83.0,1.76,159,138,73,1.28,Mixed,21.1,4.7,5,1,26.8,8.0,0.755813953,6.046511628,642.4
8777,21,Female,48.7,1.48,202,157,74,1.2,Cardio,18.3,3.2,7,2,22.1,7.0,0.6484375,4.5390625,265.3
8778,26,Female,64.9,1.7,190,138,76,0.68,Yoga,27.0,3.6,2,0,22.4,3.0,0.543859649,1.631578947,72.0
8779,58,Female,57.6,1.69,163,131,71,0.45,Cardio,31.1,3.3,2,0,20.3,7.0,0.652173913,4.565217391,118.3
8780,39,Male,78.4,1.7,187,152,70,0.25,Strength,21.6,2.7,2,0,27.1,6.0,0.700854701,4.205128205,82.4
8781,35,Female,50.3,1.67,186,158,74,0.53,Mixed,31.7,4.1,2,0,18.0,8.0,0.75,6.0,160.0
8782,29,Female,53.4,1.72,190,140,79,0.77,Yoga,22.5,3.7,2,0,18.0,3.0,0.54954955,1.648648649,67.8
8783,59,Male,47.4,1.62,172,143,74,0.79,Strength,22.7,4.2,3,0,18.0,6.0,0.704081633,4.224489796,158.2
8784,56,Male,57.9,1.79,166,152,74,0.66,HIIT,19.0,2.4,3,1,18.0,9.5,0.847826087,8.054347826,307.8
8785,26,Male,87.8,1.73,190,159,67,0.96,Mixed,12.8,4.4,6,3,29.4,8.0,0.74796748,5.983739837,504.4
8786,23,Female,78.0,1.7,192,156,71,0.83,Strength,25.7,3.5,2,0,27.1,6.0,0.702479339,4.214876033,272.9
8787,36,Male,49.8,1.61,195,174,55,1.15,HIIT,11.9,3.5,6,3,19.2,9.5,0.85,8.075,462.5
8788,24,Male,73.2,1.76,192,139,75,0.94,Yoga,17.9,4.0,3,1,23.6,3.0,0.547008547,1.641025641,112.9
8789,33,Female,86.4,1.7,183,154,66,1.07,Mixed,21.0,4.4,6,2,29.9,8.0,0.752136752,6.017094017,556.3
8790,22,Male,66.9,1.6,198,159,67,0.85,Strength,23.5,3.8,5,2,26.0,6.0,0.702290076,4.213740458,239.6
8791,33,Female,91.0,1.67,191,140,78,0.67,Yoga,27.9,3.8,3,0,32.5,3.0,0.548672566,1.646017699,100.4
8792,18,Female,71.5,1.74,196,132,55,1.61,Yoga,12.4,4.8,5,3,23.5,3.0,0.546099291,1.638297872,188.6
8793,54,Female,64.4,1.74,165,151,77,0.45,HIIT,23.2,3.0,3,0,21.4,9.5,0.840909091,7.988636364,231.5
8794,56,Female,58.8,1.73,157,131,71,0.59,Strength,19.9,3.5,3,1,19.7,6.0,0.697674419,4.186046512,145.2
8795,36,Female,68.8,1.69,183,136,77,0.59,Yoga,29.2,3.6,2,0,24.1,3.0,0.556603774,1.669811321,67.8
8796,54,Male,88.2,1.78,170,154,65,0.77,HIIT,23.9,3.8,5,1,27.7,9.5,0.847619048,8.052380952,546.9
8797,34,Female,79.4,1.8,185,150,70,0.7,Strength,22.4,3.7,5,1,24.4,6.0,0.695652174,4.173913043,232.0
8798,43,Male,69.4,1.75,187,167,58,1.31,HIIT,10.3,4.2,7,3,22.6,9.5,0.84496124,8.027131783,729.8
8799,39,Female,76.3,1.62,177,146,75,0.92,Strength,27.0,3.8,3,1,29.0,6.0,0.696078431,4.176470588,293.2
8800,25,Male,64.7,1.57,196,157,65,1.02,Strength,14.0,3.8,7,2,26.1,6.0,0.702290076,4.213740458,278.1
8801,50,Female,62.2,1.63,177,147,57,1.35,Mixed,17.8,4.4,6,3,23.5,8.0,0.75,6.0,503.8
8802,19,Female,73.6,1.88,205,163,65,1.08,Strength,19.7,4.1,4,1,20.9,6.0,0.7,4.2,333.8
8803,47,Female,67.1,1.71,186,153,74,0.75,Strength,23.1,3.4,4,1,23.0,6.0,0.705357143,4.232142857,213.0
8804,37,Male,92.7,1.89,185,167,65,0.9,HIIT,10.2,3.3,7,3,25.9,9.5,0.85,8.075,673.7
8805,35,Male,58.1,1.67,181,133,75,1.0,Yoga,16.6,4.3,4,2,20.9,3.0,0.547169811,1.641509434,95.4
8806,27,Male,52.2,1.65,193,133,58,0.99,Yoga,14.6,4.4,7,3,19.1,3.0,0.555555556,1.666666667,86.1
8807,41,Female,61.8,1.67,175,125,65,1.07,Yoga,27.2,4.1,5,1,22.1,3.0,0.545454545,1.636363636,108.2
8808,21,Female,66.4,1.67,200,139,64,1.09,Yoga,14.8,3.5,4,2,23.8,3.0,0.551470588,1.654411765,119.7
8809,54,Male,75.6,1.6,172,137,72,0.54,Cardio,18.6,2.9,2,0,29.5,7.0,0.65,4.55,185.7
8810,21,Female,47.4,1.57,202,166,57,1.41,Mixed,15.4,5.2,6,3,19.4,8.0,0.751724138,6.013793103,401.9
8811,30,Male,74.6,1.73,189,145,62,1.3,Cardio,20.8,3.8,7,3,24.9,7.0,0.653543307,4.57480315,443.7
8812,42,Female,73.0,1.79,175,151,80,0.89,Mixed,20.5,4.1,3,0,22.9,8.0,0.747368421,5.978947368,388.5
8813,30,Male,83.3,1.9,192,174,77,0.57,HIIT,30.5,2.9,2,0,23.1,9.5,0.843478261,8.013043478,380.5
8814,35,Male,80.8,1.64,188,137,76,0.31,Yoga,25.1,3.3,2,0,30.2,3.0,0.544642857,1.633928571,40.9
8815,41,Female,65.8,1.64,173,158,74,0.68,HIIT,19.4,3.3,3,1,24.3,9.5,0.848484848,8.060606061,360.7
8816,19,Male,52.3,1.6,196,178,74,0.44,HIIT,23.4,2.7,2,0,20.3,9.5,0.852459016,8.098360656,186.4
8817,50,Female,88.5,1.79,169,137,77,0.94,Cardio,26.2,3.0,3,1,27.6,7.0,0.652173913,4.565217391,379.8
8818,36,Female,84.6,1.76,177,145,85,0.74,Cardio,16.4,3.3,5,1,27.3,7.0,0.652173913,4.565217391,285.8
8819,26,Female,50.7,1.59,185,153,57,1.16,Mixed,14.9,4.8,7,3,20.0,8.0,0.75,6.0,352.9
8820,45,Male,48.6,1.59,170,156,76,0.58,HIIT,20.3,3.2,3,1,19.2,9.5,0.85106383,8.085106383,227.9
8821,52,Male,80.8,1.78,170,156,76,1.2,HIIT,29.9,4.0,4,1,25.6,9.5,0.85106383,8.085106383,783.9
8822,56,Male,70.5,1.72,165,143,78,0.66,Mixed,25.7,4.4,3,0,23.9,8.0,0.747126437,5.977011494,278.1
8823,27,Female,68.2,1.76,191,153,81,0.47,Cardio,28.8,2.6,2,0,22.1,7.0,0.654545455,4.581818182,146.9
8824,18,Female,71.5,1.59,197,141,72,0.76,Yoga,25.7,4.0,5,1,28.2,3.0,0.552,1.656,90.0
8825,59,Male,48.2,1.49,163,130,68,0.72,Cardio,15.5,2.6,6,2,21.6,7.0,0.652631579,4.568421053,158.5
8826,38,Female,65.1,1.59,184,165,60,1.07,HIIT,20.0,3.7,7,3,25.7,9.5,0.846774194,8.044354839,560.3
8827,26,Female,87.8,1.75,200,157,76,0.58,Cardio,28.2,2.6,3,0,28.7,7.0,0.653225806,4.572580645,232.9
8828,32,Male,81.0,1.89,175,159,68,1.05,HIIT,14.2,3.6,5,2,22.6,9.5,0.85046729,8.079439252,687.2
8829,52,Male,48.2,1.64,159,131,77,0.78,Cardio,30.1,3.2,3,0,18.0,7.0,0.658536585,4.609756098,173.3
8830,22,Female,80.8,1.9,203,138,60,1.08,Yoga,27.3,3.4,7,2,22.4,3.0,0.545454545,1.636363636,142.8
8831,58,Female,76.9,1.76,164,125,78,0.59,Yoga,26.0,3.8,3,0,24.8,3.0,0.546511628,1.639534884,74.4
8832,39,Male,66.5,1.54,186,147,74,0.57,Cardio,25.9,2.3,3,0,28.0,7.0,0.651785714,4.5625,172.9
8833,58,Male,63.4,1.7,158,117,67,0.77,Yoga,26.2,3.7,5,1,21.9,3.0,0.549450549,1.648351648,80.5
8834,40,Female,96.4,1.77,178,127,65,1.13,Yoga,12.8,4.3,5,3,30.9,3.0,0.548672566,1.646017699,179.3
8835,24,Female,39.5,1.45,190,136,70,0.66,Yoga,29.8,3.1,3,0,18.8,3.0,0.55,1.65,43.0
8836,40,Female,75.0,1.74,168,145,74,0.63,Mixed,33.3,4.2,2,0,24.7,8.0,0.755319149,6.042553191,285.5
8837,42,Male,74.4,1.8,179,123,55,0.97,Yoga,12.9,4.5,7,3,23.0,3.0,0.548387097,1.64516129,118.7
8838,44,Female,86.9,1.72,183,141,63,0.92,Cardio,21.8,3.3,6,2,29.4,7.0,0.65,4.55,363.8
8839,58,Female,50.7,1.67,161,136,77,1.23,Strength,23.1,4.3,5,2,18.1,6.0,0.702380952,4.214285714,262.8
8840,23,Female,71.1,1.66,193,151,71,0.71,Cardio,28.8,2.6,3,0,25.7,7.0,0.655737705,4.590163934,231.7
8841,51,Female,63.2,1.66,163,117,59,1.2,Yoga,11.2,4.1,6,3,23.0,3.0,0.557692308,1.673076923,126.9
8842,26,Female,73.5,1.56,200,157,77,0.64,Cardio,21.9,2.5,4,1,30.1,7.0,0.650406504,4.552845528,214.2
8843,50,Female,53.7,1.61,170,143,62,0.98,Mixed,11.9,4.0,5,3,20.7,8.0,0.75,6.0,315.8
8844,23,Male,68.9,1.64,198,154,74,0.58,Cardio,29.0,2.9,2,0,25.7,7.0,0.64516129,4.516129032,180.5
8845,54,Male,59.1,1.69,159,113,57,0.87,Yoga,15.9,4.0,6,3,20.6,3.0,0.549019608,1.647058824,84.7
8846,48,Male,65.3,1.62,167,153,68,0.86,HIIT,8.9,3.4,7,2,24.8,9.5,0.858585859,8.156565657,458.1
8847,51,Female,57.2,1.59,173,126,68,0.62,Yoga,16.3,4.0,5,1,22.5,3.0,0.552380952,1.657142857,58.8
8848,58,Male,69.3,1.76,159,133,85,0.54,Cardio,27.8,2.5,3,0,22.5,7.0,0.648648649,4.540540541,169.9
8849,46,Female,53.1,1.72,171,139,64,1.29,Strength,9.9,4.1,7,2,18.0,6.0,0.700934579,4.205607477,288.1
8850,31,Female,67.8,1.63,202,158,78,0.62,Cardio,22.2,2.7,3,1,25.7,7.0,0.64516129,4.516129032,189.8
8851,53,Female,58.9,1.73,167,138,69,0.82,Strength,17.5,3.6,4,2,19.7,6.0,0.704081633,4.224489796,204.0
8852,53,Female,52.2,1.63,166,152,69,0.94,HIIT,19.9,3.6,5,2,19.5,9.5,0.855670103,8.128865979,398.9
8853,32,Female,51.2,1.69,187,158,69,0.53,Mixed,26.4,3.6,3,1,18.0,8.0,0.754237288,6.033898305,163.7
8854,25,Male,62.5,1.78,192,150,73,0.51,Cardio,22.7,2.0,3,0,19.8,7.0,0.647058824,4.529411765,144.4
8855,43,Male,68.2,1.62,177,141,59,0.8,Strength,14.4,3.1,7,3,26.0,6.0,0.694915254,4.169491525,227.5
8856,53,Male,63.0,1.56,177,160,65,1.15,HIIT,11.1,3.7,5,3,25.8,9.5,0.848214286,8.058035714,583.8
8857,38,Female,73.9,1.67,184,136,78,0.6,Yoga,28.9,3.4,3,0,26.7,3.0,0.547169811,1.641509434,72.8
8858,45,Male,47.4,1.54,167,140,61,0.93,Mixed,20.1,4.3,4,1,19.9,8.0,0.745283019,5.962264151,262.8
8859,21,Female,67.9,1.65,197,178,69,0.76,HIIT,34.2,3.6,3,0,24.9,9.5,0.8515625,8.08984375,417.5
8860,33,Male,58.8,1.65,188,143,59,1.0,Cardio,11.4,3.8,5,3,21.5,7.0,0.651162791,4.558139535,268.0
8861,39,Male,58.5,1.45,173,130,78,0.3,Yoga,31.5,4.1,2,0,27.8,3.0,0.547368421,1.642105263,28.8
8862,29,Male,77.2,1.73,189,143,59,1.17,Cardio,10.6,3.9,7,3,25.7,7.0,0.646153846,4.523076923,408.5
8863,33,Male,59.0,1.66,182,154,67,0.97,Mixed,20.6,4.3,3,1,21.4,8.0,0.756521739,6.052173913,346.4
8864,57,Male,91.1,1.8,161,120,70,0.61,Yoga,25.9,3.2,2,0,28.2,3.0,0.549450549,1.648351648,91.6
8865,55,Male,75.4,1.7,165,150,65,0.79,HIIT,13.3,3.6,7,3,26.0,9.5,0.85,8.075,481.0
8866,59,Female,56.7,1.75,164,120,65,0.9,Yoga,20.5,4.0,5,2,18.5,3.0,0.555555556,1.666666667,85.1
8867,54,Female,58.3,1.8,160,121,73,0.95,Yoga,22.9,4.0,7,2,18.0,3.0,0.551724138,1.655172414,91.7
8868,46,Female,51.7,1.67,174,137,69,0.86,Cardio,35.0,2.6,2,0,18.6,7.0,0.647619048,4.533333333,201.6
8869,35,Female,86.3,1.68,183,152,78,1.03,Strength,35.5,3.7,2,0,30.6,6.0,0.704761905,4.228571429,375.9
8870,27,Female,46.2,1.52,192,160,63,1.21,Mixed,14.0,5.1,5,3,19.9,8.0,0.751937984,6.015503876,336.3
8871,59,Male,102.5,1.8,157,120,74,0.8,Yoga,29.5,3.4,4,1,31.5,3.0,0.554216867,1.662650602,136.3
8872,56,Female,54.7,1.67,164,126,79,0.65,Yoga,31.5,3.6,3,0,19.7,3.0,0.552941176,1.658823529,59.0
8873,35,Female,48.2,1.58,187,136,72,0.76,Yoga,24.9,3.7,2,0,19.3,3.0,0.556521739,1.669565217,61.2
8874,18,Female,84.7,1.75,195,151,69,0.63,Cardio,16.3,2.8,4,1,27.5,7.0,0.650793651,4.555555556,243.1
8875,56,Female,59.2,1.46,173,129,76,0.51,Yoga,24.2,3.1,2,0,27.7,3.0,0.546391753,1.639175258,49.5
8876,38,Female,70.3,1.64,187,134,70,0.55,Yoga,24.7,3.9,3,0,26.2,3.0,0.547008547,1.641025641,63.5
8877,18,Female,83.7,1.77,194,177,80,0.65,HIIT,26.2,3.0,3,0,26.7,9.5,0.850877193,8.083333333,439.8
8878,32,Female,55.7,1.64,195,161,58,0.82,Mixed,22.3,4.4,5,1,20.8,8.0,0.751824818,6.01459854,274.7
